brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews,buy link
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3,52,4,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=492
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=493
ASUS,VivoBook,Intel,Core i5,9th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=494
Lenovo,Legion,Intel,Core i5,9th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3,131,17,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=495
DELL,Inspiron,Intel,Core i5,11th,4 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=496
ASUS,VivoBook,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=497
ASUS,Missing,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8,6,1,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=498
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=499
HP,Pavilion,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=500
DELL,3511,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,69900,87320,19,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=501
Lenovo,Ideapad,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,65990,99290,33,4.2,241,19,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=502
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,72990,31,3.9,22,2,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=503
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,58990,74066,20,4,8,1,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=504
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74590,109990,32,4.4,898,128,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=505
ASUS,Missing,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,58990,67990,13,5,1,1,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=506
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,64990,81990,20,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=507
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,66490,88519,24,3.8,6,1,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=508
DELL,G3,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,Missing,0,No,No,77900,82300,5,4.3,179,34,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=509
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,67490,82600,18,3.8,41,5,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=510
DELL,Vostro,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61990,68900,10,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=511
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,58990,61990,4,4.3,114,9,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=512
Lenovo,IdeaPad,Intel,Core i5,10th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74999,75500,0,4.3,268,25,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=513
ASUS,VivoBook,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,68900,78999,12,5,6,1,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=514
DELL,Inspiron,Intel,Core i5,11th,8 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=515
acer,Travelmate,Intel,Core i5,11th,16 GB GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,62490,85000,26,3.4,8,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=516
DELL,Inspiron,Intel,Core i5,8th,8 GB GB,DDR4,0 GB,2048 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,62317,0,0,4,377,53,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=517
MSI,GS66,Intel,Core i5,10th,8 GB GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,207290,235990,12,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=518
DELL,Inspiron,Intel,Core i7,8th,16 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,Yes,87990,88532,0,4.1,120,21,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=519
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=520
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=521
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=522
Avita,Liber,Intel,Core i7,8th,8 GB GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0,https://www.amazon.in/Lenovo-ThinkBook-Antiglare-Fingerprint-21JF002JIN/dp/B0CGCKPWCX/ref=sr_1_2_sspa?crid=1HNYTA6QORXBX&dib=eyJ2IjoiMSJ9.r-hoStjogIKhBgH9wbiOIWCN4wAbDTyW6b_wBGqg0U1v6gsrP4kYTd67ECpCrqsZ.G-n7vDc1hV32UGG9yCM7G3_kOi4uifVZqrZH1cTOcwQ&dib_tag=se&keywords=lenovo+amd+a6-9225+radeon+r4&nsdOptOutParam=true&qid=1728381919&sprefix=lenovo+a6-922%2Caps%2C343&sr=8-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=523
